word,word_pinyin,word_eng,sentence,sentence_pinyin,sentence_eng,sound,sentence_sound
今天,jīntiān,today,今天我有很多事儿。,Jīntiān wǒ yǒu hěnduō shìr.,I have a lot to do today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00288_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00290_chinese_1.mp3
晚饭,wǎnfàn,dinner,晚饭我们吃什么？,Wǎnfàn wǒmen chī shénme?,What will we have for dinner?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00280_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00282_chinese_1.mp3
晚上,wǎnshang,evening,晚上我去看电影。,Wǎnshang wǒ qù kàn diànyǐng.,"In the evening, I am going to see a movie.",http://wotd.transparent.com/mandarin-chinese/level-1/sound/00272_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00274_chinese_1.mp3
中午,zhōngwǔ,noon,中午我要见教授。,Zhōngwǔ wǒ yào jiàn jiàoshòu.,"At noon, I will see my professor.",http://wotd.transparent.com/mandarin-chinese/level-1/sound/00264_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00266_chinese_1.mp3
下午,xiàwǔ,afternoon,下午我要游泳。,Xiàwǔ wǒ yào yóuyǒng.,I'll go swimming this afternoon.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00256_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00258_chinese_1.mp3
上午,shàngwǔ,morning,上午我要去图书馆。,Shàngwǔ wǒ yào qù túshūguǎn.,I need to go to the library this morning.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00248_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00250_chinese_1.mp3
早,zǎo,early,明天我要早去。,Míngtiān wǒ yào zǎo qù.,Tomorrow I'll go early.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00244_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00246_chinese_1.mp3
晚,wǎn,late,今天我来晚了。,Jīntiān wǒ lái wǎnle.,I am late today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00240_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00242_chinese_1.mp3
电话,diànhuà,telephone,我常给朋友打电话。,Wǒ cháng gěi péngyou dǎdiànhuà.,I often call my friends on the telephone.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00232_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00234_chinese_1.mp3
号,hào,number,我没有你的电话号。,Wǒ méiyǒu nǐde diànhuà hào.,I do not have your phone number.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00224_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00226_chinese_1.mp3
做饭,zuòfàn,to cook,妈妈做饭做得真好。,Māma zuòfàn zuò de zhēnhǎo.,Mom cooks very well.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00220_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00222_chinese_1.mp3
洗澡,xǐzǎo,to take a shower/bath,我每天洗澡。,Wǒ měitiān xǐzǎo.,I take a shower every day.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00216_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00218_chinese_1.mp3
再见,zàijiàn,goodbye,她说了再见就上车了。,Tā shuōle zàijiàn jiù shàng chē le.,She said goodbye then got into the car.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00212_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00214_chinese_1.mp3
没关系,méiguānxi,no problem,你今天做不完没关系。,Nǐ jīntiān zuòbùwán méi guānxi.,You don't have to finish today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00208_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00210_chinese_1.mp3
对不起,duìbùqǐ,sorry,对不起，我来晚了。,"Duìbùqǐ, wǒ lái wǎnle.","Sorry, I'm late.",http://wotd.transparent.com/mandarin-chinese/level-1/sound/00204_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00206_chinese_1.mp3
不客气,búkèqi,"you are welcome, it was nothing, don't be so polite",这点儿小事儿，不客气。,"Zhè diǎner xiǎo shìr, búkèqi.","This trivial matter, it was nothing.",http://wotd.transparent.com/mandarin-chinese/level-1/sound/00200_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00202_chinese_1.mp3
谢谢,xièxie,to thank,你得谢谢他帮助你找工作。,Nǐ děi xièxie tā bāngzhù nǐ zhǎo gōngzuò.,You must thank him for helping you find work.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-thank-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-thank-phrase.mp3
知道,zhīdào,to know,我知道他的名字。,Wǒ zhīdào tāde míngzì.,I know his name.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-know-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-know-phrase.mp3
走,zǒu,to walk,她走路去上班。,Tā zǒulù qù shàngbān.,She walks to work.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-walk-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-walk-phrase.mp3
聪明,cōngming,"clever, intelligent",你的建议很聪明。,Nǐ de jiànyì hěn cōngming.,Your suggestion is very clever.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clever-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/clever-phrase.mp3
坐,zuò,to sit,请坐在这把大椅子上。,Qǐng zuò zài zhè bǎ dà yǐzi shàng.,Please sit in this large chair.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-sit-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-sit-phrase.mp3
大楼,dàlóu,building,他们新建了一座大楼。,Tāmen xīn jiàn le yīzuò dàlóu.,They recently constructed a building.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/building-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/building-phrase.mp3
商场,shāngchǎng,shopping mall,我周末去商场买东西。,Wǒ zhōumò qù shāngchǎng mǎi dōngxi.,On the weekend I go to the shopping mall to buy things.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/shopping-mall-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/shopping-mall-phrase.mp3
这儿,zhèr,here,你的书在这儿。,Nǐ de shū zài zhèr.,Your book is here.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/here-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/here-phrase.mp3
了解,liǎojiě,to understand,我不了解这件事。,Wǒ bù liǎojiě zhèjiàn shì.,I don't understand this matter.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-understand-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-understand-phrase.mp3
请,qǐng,please,请让她先走。,Qǐng ràng tā xiān zǒu .,Please let her go first.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/please-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/please-phrase.mp3
请,qǐng,please,请让她先走。,Qǐng ràng tā xiān zǒu .,Please let her go first.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/please-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/please-phrase.mp3
进,jìn,to enter,火车进站了。,Huǒchē jìn zhàn le.,The train has entered the station.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-enter-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-enter-phrase.mp3
树,shù,tree,我去坐在树下。,Wǒ qù zuò zài shùxia.,I am going to sit under the tree.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/tree-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/tree-phrase.mp3
来,lái,to come,请常来玩儿。,Qǐng cháng lái wáner.,Please come often to play.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-come-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-come-phrase.mp3
可以,kěyǐ,may,你可以借五本书。,Nǐ kěyǐ jiè wǔ běn shū.,You may borrow five books.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/may-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/may-phrase.mp3
可以,kěyǐ,may,你可以借五本书。,Nǐ kěyǐ jiè wǔ běn shū.,You may borrow five books.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/may-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/may-phrase.mp3
高兴,gāoxìng,happy,工作让我很高兴。,Gōngzuò ràng wǒ hěn gāoxìng.,Working makes me happy.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/happy-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/happy-phrase.mp3
茶,chá,tea,喝茶对身体好。,Hēchá duì shēntǐ hǎo.,Drinking tea is good for your health.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/tea-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/tea-phrase.mp3
咖啡,kāfēi,coffee,中国人不太喜欢咖啡。,Zhōngguó rén bù tài xǐhuān kāfēi.,The Chinese do not like coffee very much.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/coffee-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/coffee-phrase.mp3
喝,hē,to drink,你要喝什么？,Nǐ yào hē shénme?,What do you want to drink?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-drink-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-drink-phrase.mp3
弟弟,dìdi,younger brother,弟弟喜欢游泳。,Dìdi xǐhuān yóuyǒng.,The younger brother likes to swim.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00040_younger-brother-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00042_younger-brother-phrase.mp3
哥哥,gēge,older brother,哥哥学习很好。,Gēge xuéxí hěnhǎo.,The older brother studies well.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00032_older-brother-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00034_older-brother-phrase.mp3
朋友,péngyou,friend,我在和朋友打球。,Wǒ zài hé péngyou dǎqiú.,I am playing ball with my friend.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00024_friend-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00026_friend-phrase.mp3
妈妈,māma,mother,我妈妈教数学。,Wǒ māma jiāo shùxué.,My mother teaches mathematics.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00016_mother-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00018_mother-phrase.mp3
爸爸,bàba,father,我爸爸是医生。,Wǒ bàba shì yīshēng.,My father is a doctor.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00008_father-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00010_father-phrase.mp3
忙,máng,busy,他们都非常忙。,Tāmen dōu fēicháng máng.,They are all extremely busy.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00004_busy-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00006_busy-phrase.mp3
忙,máng,busy,他们都非常忙。,Tāmen dōu fēicháng máng.,They are all extremely busy.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00004_busy-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00006_busy-phrase.mp3
要,yào,want,他们都要咖啡。,Tāmen dōu yào kāfēi.,They all want coffee.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00168_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00340_chinese_1.mp3
冰,bīng,ice,爸爸要冰。,Bàba yào bīng.,Dad wants ice.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00166_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00338_chinese_1.mp3
开幕,kāimù,"to open, commence, begin",奥运会开幕了。,Àoyùnhuì kāimù le.,The Olympic games are opening.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00026_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00198_chinese_1.mp3
入场,rùchǎng,to enter the field,现在美国队入场。,Xiànzài měiguó duì rù chǎng.,The American team is now entering the field.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00024_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00196_chinese_1.mp3
队,duì,team,中国队很多人。,Zhōngguó duì hěnduō rén.,The Chinese team is large.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00022_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00194_chinese_1.mp3
国歌,guógē,national anthem,美国国歌很美。,Měiguó guógē hěn měi.,The American national anthem is beautiful.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00020_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00192_chinese_1.mp3
火炬,huǒjù,torch,看奥运火炬！,Kàn àoyùn huǒjù!,Look at the Olympic torch!,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00010_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00182_chinese_1.mp3
村,cūn,"village, pavilion",奥运村很好。,Àoyùncūn hěn hǎo.,The Olympic pavilion is good.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00006_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00178_chinese_1.mp3
奥运会,àoyùnhuì,Olympic games,我喜欢看奥运会。,Wǒ xǐhuān kàn àoyùnhuì.,I like to watch the Olympic games.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00004_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00176_chinese_1.mp3
国旗,guóqí,national flag,看中国国旗!,Kàn zhōngguó guóqí.,Look at the Chinese flag!,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00018_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00190_chinese_1.mp3
国家,guójiā,"country, state",有很多国家参赛。,Yǒu hěnduō guójiā cānsài.,There are many countries participating in the games.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00016_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00188_chinese_1.mp3
运动员,yùndòngyuán,athlete,美国运动员好。,Měiguó yùndòngyuán hǎo.,The American athletes are good.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00008_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00180_chinese_1.mp3
比赛,bǐsài,"game, competition",看比赛！,Kàn bǐsài!,Watch the game!,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00014_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00186_chinese_1.mp3
少,shǎo,"few, little",商店不少。,Shāngdiàn bù shǎo,There are quite a few shops.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00090_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00262_chinese_1.mp3
多,duō,"many, much",汽车很多。,Qìchē hěn duō.,There are many buses.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00088_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00260_chinese_1.mp3
地铁,dìtiě,subway,我乘地铁去医院。,Wǒ chéng dìtiě qù yīyuàn.,I'll take the subway to the hospital.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00082_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00254_chinese_1.mp3
地铁,dìtiě,subway,我乘地铁去医院。,Wǒ chéng dìtiě qù yīyuàn.,I'll take the subway to the hospital.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00082_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00254_chinese_1.mp3
德国,déguó,Germany,德国在欧洲。,Déguó zài ōuzhōu.,Germany is in Europe.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00058_chinese_1.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/00230_chinese_1.mp3
聚会,jùhuì,"get-together, gathering",我请你参加我的生日聚会。,Wǒ qǐng nǐ cānjiā wǒ de shēngrì jùhuì.,I am inviting you to my birthday party.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/get-together-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/get-together-phrase.mp3
什么,shénme,what,今天我们做什么？,Jīntiān wǒmen zuò shénme?,What are we doing today?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/what-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/what-phrase.mp3
学生,xuésheng,student,他们都是学生。,Tāmen dōu shì xuésheng.,They are all students.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/student-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/student-phrase.mp3
学习,xuéxí,to study,他学习汉语。,Tā xuéxí hànyǔ.,He studies Chinese.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-study-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-study-phrase.mp3
先生,xiānsheng,mister,王先生要买什么？,Wáng xiānsheng yào mǎi shénme?,What does Mr. Wang want to buy?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/mister-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/mister-phrase.mp3
叫,jiào,to be called,他叫小明。,Tā jiào xiǎomíng.,His name is Xiaoming.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-be-called-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-be-called-phrase.mp3
贵姓,guìxìng,your surname is…?,您贵姓？,Nín guìxìng?,What is your last name?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/your-surname-is-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/your-surname-is-phrase.mp3
问,wèn,to ask,我要问一个问题。,Wǒ yào wèn yígè wèntí.,I'd like to ask a question.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-ask-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-ask-phrase.mp3
小,xiǎo,small,这个学校很小。,Zhè gè xuéxiào hěn xiǎo.,This school is small.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/small-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/small-phrase.mp3
大,dà,big,上海有很多大楼房。,Shànghǎi yǒu hěn duō dà lóufáng.,Shanghai has many big buildings.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/big-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/big-phrase.mp3
大,dà,big,上海有很多大楼房。,Shànghǎi yǒu hěn duō dà lóufáng.,Shanghai has many big buildings.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/big-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/big-phrase.mp3
交,jiāo,to pay; to submit,我每月交房租。,Wǒ měi yuè jiāo fángzū.,I pay the rent every month.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-pay-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-pay-phrase.mp3
翻译,fānyì,to translate,请翻译这句话。,Qǐng fānyì zhèjù huà.,Please translate this sentence.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-translate-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-translate-phrase.mp3
记住,jìzhù,to remember; to memorize,请记住这些生词。,Qǐng jìzhù zhè xiē shēngcí.,Please memorize these new words.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-remember-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-remember-phrase.mp3
自己,zìjǐ,self,让孩子自己做。,Ràng háizi zìjǐ zuò.,Let the children do it themselves.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/self-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/self-phrase.mp3
带,dài,to bring,请别带照相机。,Qǐng bié dài zhàoxiàngjī.,Please don't bring a camera.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-bring-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-bring-phrase.mp3
裤子,kùzi,pants,这条裤子很贵。,Zhè tiáo kùzi hěnguì.,This pair of pants is quite expensive.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/pants-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/pants-phrase.mp3
短,duǎn,short,这条裙子太短。,Zhè tiáo qúnzi tài duǎn.,This skirt is too short.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/short-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/short-phrase.mp3
职业,zhíyè,profession,他的职业是教师。,Tā de zhíyè shì jiàoshī.,Teaching is his profession.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/profession-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/profession-phrase.mp3
以前,yǐqián,"before, ago",十年以前我去了法国。,Shínián yǐqián wǒ qùle fǎguó.,I went to France ten years ago.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/before-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/before-phrase.mp3
马路,mǎlù,street,北京的马路很宽。,Běijīng de mǎlù hěn kuān.,Beijing's streets are wide.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/street-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/street-phrase.mp3
开始,kāishǐ,to begin; to start,电影开始了。,Diànyǐng kāishǐ le.,The movie has started.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-begin-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-begin-phrase.mp3
开始,kāishǐ,to begin; to start,电影开始了。,Diànyǐng kāishǐ le.,The movie has started.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-begin-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-begin-phrase.mp3
瓶子,píngzi,bottle,我们有三个空瓶子。,Wǒmen yǒu sān gè kōng píngzi.,We have three empty bottles.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/bottle2-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/bottle2-phrase.mp3
别,bié,don't,请别吸烟。,Qǐng bié xīyān.,Please don't smoke.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/dont-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/dont-phrase.mp3
准备,zhǔnbèi,to prepare,妈妈要准备午饭。,Māma yào zhǔnbèi wǔfàn.,Mother has to prepare lunch.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-prepare-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-prepare-phrase.mp3
以后,yǐhòu,"later, after",午饭以后我去学校。,Wǔfàn yǐhòu wǒ qù xuéxiào.,I will go to school after lunch.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/later-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/later-phrase.mp3
以后,yǐhòu,"later, after",午饭以后我去学校。,Wǔfàn yǐhòu wǒ qù xuéxiào.,I will go to school after lunch.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/later-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/later-phrase.mp3
长,cháng,long,密西西比河很长。,Mìxīxībǐhé hěn cháng.,The Mississippi River is very long.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/long-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/long-phrase.mp3
长,cháng,long,密西西比河很长。,Mìxīxībǐhé hěn cháng.,The Mississippi River is very long.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/long-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/long-phrase.mp3
休息,xiūxi,to rest,我们休息五分钟。,Wǒmen xiūxi wǔ fēnzhōng.,Let's have a five-minute break.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-rest-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-rest-phrase.mp3
办公室,bàngōngshì,office,办公室在哪儿？,Bàngōngshì zài nǎr?,Where is the office?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/office-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/office-phrase.mp3
忘,wàng,to forget,我忘了他的地址。,Wǒ wàngle tā de dìzhǐ.,I forgot his address.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-forget-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-forget-phrase.mp3
地方,dìfang,place,她去了中国很多地方。,Tā qùle zhōngguó hěnduō dìfang.,She has been to many places in China.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/place-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/place-phrase.mp3
城市,chéngshì,city,纽约是大城市。,Niǔyuē shì dà chéngshì.,New York is a large city.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/city-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/city-phrase.mp3
信用卡,xìnyòngkǎ,credit card,现在大家都用信用卡。,Xiànzài dàjiā dōu yòng xìnyòngkǎ.,Everyone uses a credit card now.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/credit-card-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/credit-card-phrase.mp3
懂,dǒng,to understand,这个故事你懂吗？,Zhège gùshi nǐ dǒng ma?,Do you understand this story?,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-understand2-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-understand2-phrase.mp3
流利,liúlì,fluent,他说的汉语很流利。,Tā shuō de hànyǔ hěn liúlì.,His spoken Chinese is fluent.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/fluent-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/fluent-phrase.mp3
发展,fāzhǎn,to develop,中国发展得很快。,Zhōngguó fāzhǎn de hěnkuài.,China is developing fast.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-develop-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-develop-phrase.mp3
参观,cānguān,to visit,我参观了博物馆。,Wǒ cānguān le bówùguàn.,I visited the museum.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-visit-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/to-visit-phrase.mp3
热闹,rènào,lively,中国的春节真热闹。,Zhōngguó de chūnjié zhēn rènao.,China's Spring Festival is very lively.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/lively-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/lively-phrase.mp3
非常,fēicháng,extremely,今天非常热。,Jīntiān fēicháng rè.,It's extremely hot today.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/extremely-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/extremely-phrase.mp3
美元,měiyuán,American dollar,我有一百块美元。,Wǒ yǒu yībǎi kuài měiyuán.,I have one hundred dollars.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/American-dollar-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/American-dollar-phrase.mp3
美元,měiyuán,American dollar,我有一百块美元。,Wǒ yǒu yībǎi kuài měiyuán.,I have one hundred dollars.,http://wotd.transparent.com/mandarin-chinese/level-1/sound/American-dollar-word.mp3,http://wotd.transparent.com/mandarin-chinese/level-1/sound/American-dollar-phrase.mp3
